################################################################
# MalwareBazaar recent malware samples (CSV)                   #
# Last updated: 2025-11-25 00:09:23 UTC                        #
#                                                              #
# Terms Of Use: https://bazaar.abuse.ch/faq/#tos               #
# For questions please contact bazaar [at] abuse.ch            #
################################################################
#
# "first_seen_utc","sha256_hash","md5_hash","sha1_hash","reporter","file_name","file_type_guess","mime_type","signature","clamav","vtpercent","imphash","ssdeep","tlsh"
"2025-11-25 00:09:23", "175e87141ce633469d9ac58e3077c1072154edc598d2c8c4ee56410ebfc79609", "6a0cdf027fd761a8db46dcf3d9b8b703", "08a9b741066061e6382856cb1748f470e1b1e415", "abuse_ch", "aws", "sh", "text/x-shellscript", "Mirai", "n/a", "59.02", "n/a", "48:vUhMV4kEUq1V4oUrHrWV4bUNoV4tUEpEEV4EpUJkV4JUq1V4oUOZV4MUzSV4LUDD:vbOpRPKLmzOEppb8ZtbTD6jE1jDnDsRA", "T1F9A10BE6B4B4977A6DB0EDB371D6C642B14060A6E0DA8C0BF2D5F0E8044EF71F484B82"
"2025-11-25 00:00:30", "6c7bfe62c28b02b1d1fed116cf6e7f11e39e9ada593ef346c67b03cfc512a328", "8c362850928a22e378114b7c42fb1d07", "04436bb93f4468f80c32e26ff79a41d1ecb39658", "abuse_ch", "arm5", "elf", "application/x-executable", "Mirai", "n/a", "50.00", "n/a", "1536:464HvXCvCpUxwv46f4KheLTy60kT0/cPP1nTtxug7RU:46GvSqxgIeLTy60kTN1jugK", "T159732A46BC819623C6D552BBFF5E42CC372653A8D2EE3203DD116F147B8A92B0E7B641"
"2025-11-24 23:51:09", "6855a4e07a75695cac3b898afa8f321dcc9bf8d6d73b1095d39c43d1ae0f3318", "50f5009130ac981b5f633e7a9cd12cee", "52b379c15011e8d27389a9fcb5a7729c8eb231cf", "abuse_ch", "x86", "elf", "application/x-executable", "Mirai", "n/a", "44.62", "n/a", "1536:cjgvUuyQ/wscqU7ef0/nVCGQC5XhKbayFWIgN3XBHg6jnu99ESuRRE5:Ag8JQ/wstB8/8GQCKTFXgN3xHHLEcA", "T1DC634AC4D743E8F6EC0505711073EB335772F5791129EF83EBA9F932A852A01AA1A39C"
"2025-11-24 23:48:09", "b9c0f6c0251df3b0cc78c1339d16ffa5ebc3baa803728980cd9a2a59675102a0", "cfcc7d92e0d5e1fb0d2db975852fb49d", "4a11c737b91a409ad5f6641ceb55cd1f70883476", "abuse_ch", "zte", "sh", "text/x-shellscript", "Mirai", "n/a", "58.06", "n/a", "48:vUhMV4kUUq1V4AUrHrWV4bUNoV4ZUEpEEV4ENUJkV4tUq1V4AUOZV4sUzSV4LUD/:vbipFPGLqzOEpNbcZZbjD2jU1zDvDMRA", "T131A1F7E674B4976A7DB0ED7375D6C652B24060ABE0D68C0BF2D2F0E9044EF61F484B82"
"2025-11-24 23:43:00", "9963ddeae50e09d2aa1c07d637037298255ba3107020711aa45940c1f055cf8c", "1a73c1bca0e67dce4b9f15b009689b5e", "91d2b18dd803fa2f134e2bccec5882454c7f73d7", "abuse_ch", "mpsl", "elf", "application/x-executable", "Mirai", "n/a", "32.81", "n/a", "1536:DQgSv3EtrkrUBCGayTB8R15a9eLZM95YgibCNyYksORTAFRwpIoug7RoDg:D183EtrkBGt8RzzUyRzR2EIougWDg", "T1B2A3D60ABF610FF7D86FCD3B09A91B0524CC960722A83B757974D818F65B24F5AE3864"
"2025-11-24 23:31:59", "0a2b1d14e7317676b9fb58c0631878813c9e2ebd9f5f94f67cd6ebbeec659315", "fe86de4a5eb42ea7c31a63ebf917cd09", "cdb413fc73797d5225011a86ef2d374569873881", "abuse_ch", "arm7", "elf", "application/x-executable", "Mirai", "n/a", "50.00", "n/a", "3072:OFsUEnVRJrUEC4E7OyefaftCInharUJgTUXIugu:8sUEVRJrUECP7bkaftCInh4UXB", "T199A3085AF9819B11D9D522BEFE1E118D33131BB8E3EE72029D215F2467CA92B0F7B501"
"2025-11-24 23:22:01", "5259ea88f10036d5da426ad8e294fc3294db398c9a581a3b2f8ff1683477fc86", "72fecbbd5a51b7c65e77091e52cede45", "d7402010cbb75e851930b28ca5810162461b3c63", "abuse_ch", "m68k", "elf", "application/x-executable", "Mirai", "n/a", "n/a", "n/a", "1536:d7kSHEHCoysf8fvf/fzHBNfQgnaCS48iI0Z7JhwwX5qTLwd2m+ayPCY:dwSHGysf8fvf/fzHB6gnaCwmhDXsiJNY", "T117833B97F400DD7DF80FD6FB49674905B630A7500B920F276756F9A3AD720E8892AE83"
"2025-11-24 23:06:04", "7943f7a0510be2a1bb0c904858d10a939a247d8cd88cb5a4443587d57fe583bc", "67d13b7744a23ce8aca1c6c583bd9b3c", "c61db8b18577cf5995dfcda9dba8d9b795861230", "abuse_ch", "ppc", "elf", "application/x-executable", "Mirai", "n/a", "n/a", "n/a", "1536:Fwjo2LCIFVjBimN1mR4OCuszcIluWkKbT1tFug7ReY:no9VjImjmCHuWBTxug4Y", "T1A3734D02730C4A53D2A759B1293F17E193BFAA9021F4B689640FEB5992B2F375046FCD"
"2025-11-24 23:02:06", "17731c411c720ddb2007378c522b88b11a0a8e2f1341867f48f0b52e3f761471", "7ce7cc082362ac9129f6137a399bf50d", "666072b5b95081f6d66c9a1e5fd8f5ec2965c11e", "abuse_ch", "jklsh4", "elf", "application/x-executable", "Mirai", "n/a", "n/a", "n/a", "1536:Ua5wtI6KNPurbtB6JOABxKuorRDlEC9Mg/ug7RO:UqAK1utBcBYuqlEc/ug8", "T14263AE73C56AAD84C18846B4A9B08E710B63F61082872FFB5D95C27D5083EBCF64E3E4"
"2025-11-24 23:00:46", "c2052fc11f01b526e5b340a26e3cdadec23045a5e7c8c9876a5ab52b5b3760dc", "6236bc6b4dc229d99be23fb43372f976", "0b80f1215a501e575250ad15f9494726d224175c", "johnk3r", "c2052fc11f01b526e5b340a26e3cdadec23045a5e7c8c9876a5ab52b5b3760dc", "exe", "application/x-dosexec", "Grandoreiro", "n/a", "1.41", "aee51f9e22926148560003543cd91063", "196608:pYiibDZ0LFzLaH/1tNTuaN49HcoCF2YMINPm0BdS85hq1:pYiibIFzLaH/1t4aN49Hc5NO0N5", "T15B177D13B248503ED06E0A3D5E37AE649D3BBE21BE568D472BE83D8C1F355817D2A643"
"2025-11-24 22:55:58", "55663b049135285f74bbfae1c48cf3ac81234de7ec16672e5710c233f9734caf", "8034a2eebf936e673e6ca364b12b2e16", "a00d23eaf5962abcb9785d9f1a7cbb043f938709", "abuse_ch", "arm6", "elf", "application/x-executable", "Mirai", "n/a", "n/a", "n/a", "1536:CnBnYPWXG85UgBg3Cz3nq7/BR79ByL69JrqrceEazzTM+oMlijSVP0PW5nYIug7V:CQ+r5o343qDBR77y232rceEaWSVP0PW3", "T1FA931996B8818B16D6C512BAFE1E118D3313177CE3DE73139D10AF257B8A92B0E7B905"
"2025-11-24 22:50:02", "dfd95fb059c1dfdc0801828735c29c318aa17bd833884569a6158b3f5fa7b78f", "19eb16d4c7ff76a9a201bd139b32eb71", "e1cba05cdc7e0f46ec7dbe4fb6c32cb948965b31", "Bitsight", "file", "exe", "application/x-dosexec", "n/a", "n/a", "40.28", "60559adcf3698c3eb3c69577ebf28413", "6144:e89KnWixlC5HcmxQCiNsoiMRO+Vyy2huINSdLLKmnMHmfS:b9KnWix059x/GbR1Vyy2hrNyLSHm", "T1308423513713B94AFA0AF17ECFB9A05CB5E447B463D397D0F1A4A0B1E38866637698C0"
"2025-11-24 22:45:59", "b0e0cdd0f934d0dd87263a101502df7a6143394fa22d4590bc5071d730d31cac", "204a0355db6cd6b042913bace0e63811", "17743833d38c0c24f4dbe51bcdfbc7ac1ed0d8c0", "abuse_ch", "zyxel", "sh", "text/x-shellscript", "Mirai", "n/a", "58.06", "n/a", "48:vUhMV4kuoUq1V4KoUrHrWV4joUNoV49oUEpEEV4EhoUJkV4BoUq1V4KoUOZV4GoJ:vbppWP9LBzOEpObLZKbsDNjT1cDYDbRX", "T12EA10BE674B5A77A6DB0ED7371D6C642B28060A6E0D68D0BF2D1F0E9054EF61F484B82"
"2025-11-24 22:45:58", "7e2235ec767a5b4596edc0109b75c82f53fde4dae3371b752b4587ca6d1b1c0b", "d7f550ffd01593ccd886736dbb27eb11", "107543b81882be0797e2ead8fe2fcadf194bcc94", "abuse_ch", "76d32be0.sh", "sh", "text/x-shellscript", "Mirai", "n/a", "58.06", "n/a", "48:vUhMV4kCUq1V4OUrHrWV4ZUNoV4HUEpEEV4EbUJkV47Uq1V4OUOZV4KUzSV4pUDx:vbIpDPcLAzOEpbbaZHbRDsjC1BD9DqRm", "T1D1A1E5E674A4976A6DB1ED7371DAC542F14060ABE4D68D0BF2D2F0E4084EF61F484B83"
"2025-11-24 22:44:57", "c022df4a9679d13bca8326b7964d09c2a164c060a15066a9c1099e705731ddcf", "4843e9483db0c9ac247e2e676854c5cd", "a554d16ea8f654cd8ac3dbcf574e0a47880d5542", "abuse_ch", "spc", "elf", "application/x-executable", "Mirai", "n/a", "n/a", "n/a", "1536:JhLSaDoPkRNcx4Ys2ZeOTB263aQCyx7wKEkxhStMhY65ZtgYZeQchn7:ju8nHYnnB2Oug8KET2hYKQYZeQo7", "T1EE835B227939591BC5C4A47B21E34724F2F1574A21A8CA2F7E724E8EFF24A503607BF5"
"2025-11-24 22:21:02", "22586ca9f72e1dcb8c747326770cc240d52b4bbc9781158598905eaef9dab09e", "e14b37315f51c666d5481c54732a53a7", "75ec779eaceec512f098460d520af3fa19d7add0", "abuse_ch", "goahead", "sh", "text/x-shellscript", "Mirai", "n/a", "58.06", "n/a", "48:vUhMV4kUnUq1V4gnUrHrWV41nUNoV43nUEpEEV4EbnUJkV47nUq1V4gnUOZV4snH:vb0pTPYLMzOEprbqZ3b1DIjy1FDxDaRa", "T1C5A1F6E674B5937A7DB0ED7371D6C642B14060ABE4D68C0BF2D2F0E8085EF61E484B86"
"2025-11-24 22:17:56", "284c708064162876e9f9a7dab75649fcf02c7b991bc296ee1f737428e940208f", "738c381fedc7b69e0d8e968e94705045", "8ce6c33fd5e8bed0858cce7dfde31f7980fcfd81", "abuse_ch", "hnap", "sh", "text/x-shellscript", "Mirai", "n/a", "58.06", "n/a", "48:vUhMV4kRWUq1V4NWUrHrWV44WUNoV4yWUEpEEV4E2WUJkV4WWUq1V4NWUOZV4JWR:vbCpjPmLKzOEprboZ3b1DWjA1FDRDYRK", "T157A10AE674B4977A6DB0ED7375D6C652B14061AAE0D68C0BF2D1F0EC084EF61F494B82"
