################################################################
# MalwareBazaar recent malware samples (CSV)                   #
# Last updated: 2025-11-25 17:18:03 UTC                        #
#                                                              #
# Terms Of Use: https://bazaar.abuse.ch/faq/#tos               #
# For questions please contact bazaar [at] abuse.ch            #
################################################################
#
# "first_seen_utc","sha256_hash","md5_hash","sha1_hash","reporter","file_name","file_type_guess","mime_type","signature","clamav","vtpercent","imphash","ssdeep","tlsh"
"2025-11-25 17:18:03", "f6c2681ed37a3082023624a434a63671d1e6eafab6d25a7d12cc27ea613b6a78", "b116686287b028ce290c616cb2de6674", "f4b437e66de8cc27cccd9ce3c25a9cb6b80c067e", "abuse_ch", "xnxnxnxnxnxnxnxnor1kxnxn", "elf", "application/x-executable", "Mirai", "n/a", "n/a", "n/a", "3072:7mPX5bl7RDfPIX5eG/L1AL0SFU66gOSNL9CnNgRdgJi55waUXS:7eJpJUVD1A8n0YNgEJi5ani", "T1AA04392F258191F0F6411B746BCBD3976C390BBF51A9909F6B416329B6E0B7BA02C487"
"2025-11-25 17:15:26", "4291e4390c75d53d528f6db16ac5beb562e9291cd840382496c46da50ef3b3a0", "45b81b9e68dc3af40b8ca2e235aac577", "b15b14144985b5917baf2f5c4c85913a553df4eb", "abuse_ch", "xnxnxnxnxnxnxnxnsh2xnxn", "elf", "application/x-executable", "Mirai", "n/a", "n/a", "n/a", "3072:PnicTtkAg7FSGp+VJE6AqUjq+c7zAbpb9/xd:PiySSGp+PMmT7zMpl/", "T141D3B021E4006DD1EC2129F578BA97B80350EE740BDE1582EFFDF95E647BD9438AD2A0"
"2025-11-25 17:10:24", "7d3b34b3a2d78da9d9b9b17c97df35d46eb5f5daeb4343c54092210a3a547d86", "4395c10379a316af34593351ca041202", "5cca44bd99b6fdede3468a8993a42a8cb0eaca58", "abuse_ch", "xnxnxnxnxnxnxnxnmicroblazexnxn", "elf", "application/x-executable", "Mirai", "n/a", "n/a", "n/a", "3072:IcHZcggt1NJmeDQBwnKUDMaVsb3pjr1lCRMUKG:IcY5JpMByVs9jSvf", "T149147120FA0663B1CC731A34A79A2E5A6E7704559FEB26312D1F533CDE628509B31F8D"
"2025-11-25 16:57:14", "700f869fb12a25fba94776e357d062241885536c9a87cc9b041f042e604c5915", "4fcbde6bc8de2109b4c3be072f3c6bed", "ec03619f189279d3a72b0182dfc05bdf1e959495", "abuse_ch", "xnxnxnxnxnxnxnxnx86_64xnxn", "elf", "application/x-executable", "Mirai", "n/a", "23.44", "n/a", "3072:lAF2acRfkY6z3xv+ErH4vk9954rlvLFZW8YYQa:yIRfe3xvvSrlvZZ7Ua", "T1D6D35C0A78D274FCC687D170926E9F61EA3A745C02183DBBA3C2AE711937ED05E15F62"
"2025-11-25 16:56:42", "3431a3ea2c40415974bd5a958bbdb768cb2c9d46297fc8c72412dc1304f35ccc", "4a9bcbbe4f0ab32fba375e373d8184de", "7c9861e7492ae5c21637d2ad7e847868fc7b07fb", "abuse_ch", "xnxnxnxnxnxnxnxnx86_64xnxn", "elf", "application/x-executable", "Mirai", "n/a", "12.31", "n/a", "1536:Idcqm5iERozq3p7o8FwOA4zCKOFGUfKbeH6UhV/4WAQH:IaHJgMo8FwOA4zUFGUO3Uh2RQH", "T13553025559ACE83FCAE2C5390B2802F6869859E49883501F53CD7DF48D06C68BFEC6D7"
"2025-11-25 16:54:34", "6981f1338726ce7eeb71d44bbd05852f593d9b7fc15e9e09ff9a98847ed82c01", "60f1ad0dec968a916d2651f1ce336055", "71a3cc39c0e12df6b1c0c5cf797eadd23903b276", "abuse_ch", "xnxnxnxnxnxnxnxnloongarch64xnxn", "elf", "application/x-executable", "Mirai", "n/a", "n/a", "n/a", "6144:1R9Om5159ZA0mzoWcz4Mm4ztkES7IKTti:BZAyFzQSdS7Ij", "T10D146C2BB3C39CE6C51063308C316362776FD7081958EAFFDA1B3794A9977225A246C7"
"2025-11-25 16:50:43", "02a7156e9ecb9a13e65d9e7064fce132a7873ef794ce58a5e2ae380bb834b3d9", "971cca6a0a453f989fbb2cf8710f130e", "87be052f626f722733a80ae1cbd801f0232c054d", "abuse_ch", "arm6", "elf", "application/x-executable", "Mirai", "n/a", "48.44", "n/a", "1536:CnBnMvQGlxsspfPDm+PRqLckEBcUS79Bw4+ceuaED1e+kM5iHvGVg8z5uYIug7R4:CgQ6xTP6+PQLdEaU8/Z+ceuaZvGVg8zB", "T14D931956B8818B16D6C512BAFE1E118D3313177CE3EE73139D10AF247B8A92B0E7B915"
"2025-11-25 16:46:42", "4b5601f09d3616693c883ddd2aef28c7150b9f93fffbdac8dcfce73576d3681c", "3e3619417d689cdacd2a3e60812b0d3b", "3fc5bad86a141eccc62d4acecceb3f9c935f98bc", "abuse_ch", "xnxnxnxnxnxnxnxnsh4xnxn", "elf", "application/x-executable", "Mirai", "n/a", "n/a", "n/a", "3072:wa+WbNPBPaUpRHyMV1IbG5xLu9iOZgiZ7:wafbNZPbhyMIavC9iOyI7", "T190D3BE30F02AACE5CD1107B834B786781341EEB406E51643EABED66E14B7E55FEED620"
"2025-11-25 16:43:42", "d92329697432898d0f0db0d5024e5820274347abdcac2c0a8593b9b346bd09c2", "27f32677130ba053363cefd14f81b66a", "0cacdc3dd53f2ee938e47b85548cab8a158da3bb", "smica83", "1_11_2_1759_22.11.2025.rar", "rar", "application/x-rar", "n/a", "n/a", "21.31", "n/a", "96:ZSyk8ZXTufbl6S+x30EkLdCx2Rb7gFd0FumZIYEC2NvnDWe13h:nk8ZX6sS+xk9xcd0pIYNMb1R", "T1B7917D52B86616A0DAD838333047EC27E5576CE62BB1062CF89617D4E63C90331712FC"
"2025-11-25 16:43:00", "7f20b9e8235746e29e853a4793f64b2a02cf6a4eeca56fd3bd1e110bb4a84b0e", "cef2f5180892b1d2418121e9425d922e", "07bf110f60ab33c1ed641e8b4a2b42cfb47bebf4", "abuse_ch", "arm7", "elf", "application/x-executable", "Mirai", "n/a", "50.00", "n/a", "3072:gRS8ld/Rf59ftnIbbVAbmah7u3Imhze0wozhXougu:aS8z159ftnIfVgmaNu3Imhi05h", "T140A3185AFD819B11D9D522BAFE1E018D33531BA8E3EE72039D145F2467CA92B0F7B901"
